sample,chromosome,start,end,segVal
HRR226273,1,187000001,188000000,3
HRR226273,1,188000001,189000000,3
HRR226273,1,189000001,190000000,3
HRR226273,1,190000001,191000000,3
HRR226273,1,192000001,193000000,3
HRR226273,1,193000001,194000000,3
HRR226273,1,194000001,195000000,3
HRR226273,1,196000001,197000000,3
HRR226273,1,197000001,198000000,3
HRR226273,1,198000001,199000000,3
HRR226273,1,200000001,201000000,2
HRR226273,1,201000001,202000000,3
HRR226273,1,202000001,203000000,3
HRR226273,1,203000001,204000000,3
HRR226273,1,204000001,205000000,3
HRR226273,1,205000001,206000000,3
HRR226273,1,206000001,207000000,4
HRR226273,1,207000001,208000000,3
HRR226273,1,208000001,209000000,3
HRR226273,1,209000001,210000000,3
HRR226273,1,210000001,211000000,3
HRR226273,1,211000001,212000000,3
HRR226273,1,212000001,213000000,3
HRR226273,1,213000001,214000000,4
HRR226273,1,216000001,217000000,3
HRR226273,1,217000001,218000000,3
HRR226273,1,218000001,219000000,3
HRR226273,1,219000001,220000000,3
HRR226273,1,220000001,221000000,3
HRR226273,1,221000001,222000000,3
HRR226273,1,222000001,223000000,4
HRR226273,1,223000001,224000000,4
HRR226273,1,224000001,225000000,3
HRR226273,1,225000001,226000000,3
HRR226273,1,228000001,229000000,3
HRR226273,1,230000001,231000000,3
HRR226273,1,231000001,232000000,3
HRR226273,1,232000001,233000000,3
HRR226273,1,234000001,235000000,3
HRR226273,1,236000001,237000000,3
HRR226273,1,238000001,239000000,3
HRR226273,1,239000001,240000000,3
HRR226273,1,240000001,241000000,3
HRR226273,1,241000001,242000000,3
HRR226273,1,242000001,243000000,4
HRR226273,1,243000001,244000000,3
HRR226273,1,244000001,245000000,3
HRR226273,1,245000001,246000000,4
HRR226273,1,246000001,247000000,3
HRR226273,1,247000001,248000000,3
HRR226273,1,248000001,248956422,3
HRR226273,2,2000001,3000000,4
HRR226273,2,3000001,4000000,3
HRR226273,2,4000001,5000000,3
HRR226273,2,5000001,6000000,3
HRR226273,2,6000001,7000000,3
HRR226273,2,7000001,8000000,3
HRR226273,2,8000001,9000000,2
HRR226273,2,9000001,10000000,3
HRR226273,2,10000001,11000000,3
HRR226273,2,11000001,12000000,3
HRR226273,2,12000001,13000000,3
HRR226273,2,13000001,14000000,3
HRR226273,2,14000001,15000000,3
HRR226273,2,15000001,16000000,3
HRR226273,2,17000001,18000000,3
HRR226273,2,18000001,19000000,3
HRR226273,2,19000001,20000000,3
HRR226273,2,20000001,21000000,3
HRR226273,2,21000001,22000000,3
HRR226273,2,23000001,24000000,3
HRR226273,2,25000001,26000000,2
HRR226273,2,26000001,27000000,2
HRR226273,2,27000001,28000000,2
HRR226273,2,28000001,29000000,3
HRR226273,2,29000001,30000000,3
HRR226273,2,30000001,31000000,4
HRR226273,2,31000001,32000000,4
HRR226273,2,34000001,35000000,3
HRR226273,2,35000001,36000000,3
HRR226273,2,37000001,38000000,3
HRR226273,2,38000001,39000000,3
HRR226273,2,39000001,40000000,3
HRR226273,2,41000001,42000000,3
HRR226273,2,42000001,43000000,3
HRR226273,2,43000001,44000000,2
HRR226273,2,44000001,45000000,3
HRR226273,2,45000001,46000000,2
HRR226273,2,46000001,47000000,3
HRR226273,2,47000001,48000000,3
HRR226273,2,48000001,49000000,3
HRR226273,2,51000001,52000000,3
HRR226273,2,52000001,53000000,3
HRR226273,2,53000001,54000000,3
HRR226273,2,55000001,56000000,3
HRR226273,2,56000001,57000000,4
HRR226273,2,58000001,59000000,3
HRR226273,2,59000001,60000000,4
HRR226273,2,60000001,61000000,4
HRR226273,2,61000001,62000000,2
HRR226273,2,62000001,63000000,3
HRR226273,2,63000001,64000000,3
HRR226273,2,64000001,65000000,2
HRR226273,2,65000001,66000000,3
HRR226273,2,66000001,67000000,4
HRR226273,2,68000001,69000000,3
HRR226273,2,69000001,70000000,2
HRR226273,2,70000001,71000000,3
HRR226273,2,71000001,72000000,3
HRR226273,2,72000001,73000000,3
HRR226273,2,73000001,74000000,3
HRR226273,2,74000001,75000000,2
HRR226273,2,76000001,77000000,4
HRR226273,2,77000001,78000000,3
HRR226273,2,78000001,79000000,3
HRR226273,2,79000001,80000000,3
HRR226273,2,80000001,81000000,3
HRR226273,2,83000001,84000000,3
HRR226273,2,84000001,85000000,4
HRR226273,2,86000001,87000000,2
HRR226273,2,91000001,92000000,3
HRR226273,2,96000001,97000000,3
HRR226273,2,98000001,99000000,3
HRR226273,2,99000001,100000000,3
HRR226273,2,100000001,101000000,3
HRR226273,2,101000001,102000000,3
HRR226273,2,103000001,104000000,3
HRR226273,2,104000001,105000000,2
HRR226273,2,105000001,106000000,2
HRR226273,2,106000001,107000000,3
HRR226273,2,107000001,108000000,2
HRR226273,2,108000001,109000000,3
HRR226273,2,109000001,110000000,2
HRR226273,2,112000001,113000000,2
HRR226273,2,113000001,114000000,2
HRR226273,2,114000001,115000000,3
HRR226273,2,115000001,116000000,2
HRR226273,2,118000001,119000000,2
HRR226273,2,119000001,120000000,2
HRR226273,2,122000001,123000000,2
HRR226273,2,123000001,124000000,3
HRR226273,2,126000001,127000000,3
HRR226273,2,127000001,128000000,1
HRR226273,2,128000001,129000000,2
HRR226273,2,132000001,133000000,3
HRR226273,2,133000001,134000000,3
HRR226273,2,134000001,135000000,3
HRR226273,2,135000001,136000000,2
HRR226273,2,136000001,137000000,3
HRR226273,2,137000001,138000000,3
HRR226273,2,138000001,139000000,3
HRR226273,2,139000001,140000000,2
HRR226273,2,141000001,142000000,3
HRR226273,2,142000001,143000000,2
HRR226273,2,144000001,145000000,3
HRR226273,2,145000001,146000000,2
HRR226273,2,146000001,147000000,2
HRR226273,2,149000001,150000000,3
HRR226273,2,150000001,151000000,2
HRR226273,2,151000001,152000000,2
HRR226273,2,152000001,153000000,2
HRR226273,2,153000001,154000000,3
HRR226273,2,154000001,155000000,2
HRR226273,2,157000001,158000000,2
HRR226273,2,158000001,159000000,2
HRR226273,2,159000001,160000000,2
HRR226273,2,160000001,161000000,3
HRR226273,2,161000001,162000000,2
HRR226273,2,163000001,164000000,2
HRR226273,2,165000001,166000000,2
HRR226273,2,169000001,170000000,2
HRR226273,2,170000001,171000000,2
HRR226273,2,171000001,172000000,2
HRR226273,2,172000001,173000000,2
HRR226273,2,173000001,174000000,2
HRR226273,2,174000001,175000000,2
HRR226273,2,175000001,176000000,3
HRR226273,2,176000001,177000000,2
HRR226273,2,177000001,178000000,2
HRR226273,2,178000001,179000000,2
HRR226273,2,180000001,181000000,3
HRR226273,2,181000001,182000000,2
HRR226273,2,182000001,183000000,2
HRR226273,2,183000001,184000000,2
HRR226273,2,184000001,185000000,3
HRR226273,2,185000001,186000000,2
HRR226273,2,186000001,187000000,2
HRR226273,2,187000001,188000000,2
HRR226273,2,188000001,189000000,2
HRR226273,2,189000001,190000000,2
HRR226273,2,191000001,192000000,2
HRR226273,2,192000001,193000000,2
HRR226273,2,193000001,194000000,2
HRR226273,2,194000001,195000000,2
HRR226273,2,195000001,196000000,2
HRR226273,2,197000001,198000000,2
HRR226273,2,198000001,199000000,3
HRR226273,2,199000001,200000000,2
HRR226273,2,200000001,201000000,2
HRR226273,2,203000001,204000000,2
HRR226273,2,204000001,205000000,2
HRR226273,2,205000001,206000000,2
HRR226273,2,206000001,207000000,2
HRR226273,2,207000001,208000000,2
HRR226273,2,208000001,209000000,2
HRR226273,2,209000001,210000000,2
HRR226273,2,210000001,211000000,2
HRR226273,2,212000001,213000000,2
HRR226273,2,213000001,214000000,2
HRR226273,2,214000001,215000000,2
HRR226273,2,216000001,217000000,2
HRR226273,2,217000001,218000000,2
HRR226273,2,218000001,219000000,2
HRR226273,2,219000001,220000000,2
HRR226273,2,220000001,221000000,3
HRR226273,2,221000001,222000000,2
HRR226273,2,222000001,223000000,2
HRR226273,2,223000001,224000000,2
HRR226273,2,224000001,225000000,2
HRR226273,2,225000001,226000000,2
HRR226273,2,227000001,228000000,2
HRR226273,2,228000001,229000000,3
HRR226273,2,229000001,230000000,2
HRR226273,2,230000001,231000000,3
HRR226273,2,231000001,232000000,2
HRR226273,2,232000001,233000000,2
HRR226273,2,233000001,234000000,3
HRR226273,2,234000001,235000000,3
HRR226273,2,235000001,236000000,3
HRR226273,2,236000001,237000000,2
HRR226273,2,238000001,239000000,2
HRR226273,2,239000001,240000000,2
HRR226273,2,240000001,241000000,2
HRR226273,2,241000001,242000000,1
HRR226273,3,1,1000000,2
HRR226273,3,1000001,2000000,3
HRR226273,3,2000001,3000000,2
HRR226273,3,4000001,5000000,3
HRR226273,3,5000001,6000000,3
HRR226273,3,6000001,7000000,3
HRR226273,3,7000001,8000000,2
HRR226273,3,8000001,9000000,2
HRR226273,3,9000001,10000000,2
HRR226273,3,10000001,11000000,3
HRR226273,3,11000001,12000000,3
HRR226273,3,12000001,13000000,2
HRR226273,3,13000001,14000000,3
HRR226273,3,14000001,15000000,2
HRR226273,3,15000001,16000000,2
HRR226273,3,16000001,17000000,2
HRR226273,3,17000001,18000000,2
HRR226273,3,18000001,19000000,3
HRR226273,3,19000001,20000000,3
HRR226273,3,20000001,21000000,3
HRR226273,3,21000001,22000000,2
HRR226273,3,22000001,23000000,3
HRR226273,3,23000001,24000000,2
HRR226273,3,26000001,27000000,3
HRR226273,3,27000001,28000000,2
HRR226273,3,28000001,29000000,3
HRR226273,3,30000001,31000000,2
HRR226273,3,31000001,32000000,2
HRR226273,3,32000001,33000000,2
HRR226273,3,34000001,35000000,3
HRR226273,3,35000001,36000000,3
HRR226273,3,36000001,37000000,2
HRR226273,3,37000001,38000000,2
HRR226273,3,38000001,39000000,2
HRR226273,3,39000001,40000000,2
HRR226273,3,42000001,43000000,2
HRR226273,3,44000001,45000000,2
HRR226273,3,45000001,46000000,2
HRR226273,3,46000001,47000000,2
HRR226273,3,47000001,48000000,1
HRR226273,3,48000001,49000000,2
HRR226273,3,49000001,50000000,2
HRR226273,3,50000001,51000000,2
HRR226273,3,51000001,52000000,2
HRR226273,3,52000001,53000000,2
HRR226273,3,53000001,54000000,2
HRR226273,3,54000001,55000000,3
HRR226273,3,55000001,56000000,3
HRR226273,3,56000001,57000000,2
HRR226273,3,57000001,58000000,2
HRR226273,3,58000001,59000000,3
HRR226273,3,59000001,60000000,3
HRR226273,3,60000001,61000000,3
HRR226273,3,61000001,62000000,2
HRR226273,3,62000001,63000000,2
HRR226273,3,63000001,64000000,3
HRR226273,3,64000001,65000000,2
HRR226273,3,65000001,66000000,3
HRR226273,3,66000001,67000000,3
HRR226273,3,67000001,68000000,3
HRR226273,3,69000001,70000000,2
HRR226273,3,70000001,71000000,3
HRR226273,3,71000001,72000000,2
HRR226273,3,72000001,73000000,2
HRR226273,3,74000001,75000000,2
HRR226273,3,75000001,76000000,3
HRR226273,3,76000001,77000000,2
HRR226273,3,77000001,78000000,2
HRR226273,3,78000001,79000000,2
HRR226273,3,79000001,80000000,2
HRR226273,3,80000001,81000000,2
HRR226273,3,81000001,82000000,2
HRR226273,3,83000001,84000000,6
HRR226273,3,84000001,85000000,5
HRR226273,3,85000001,86000000,5
HRR226273,3,86000001,87000000,3
HRR226273,3,87000001,88000000,3
HRR226273,3,88000001,89000000,3
HRR226273,3,94000001,95000000,3
HRR226273,3,95000001,96000000,3
HRR226273,3,97000001,98000000,3
HRR226273,3,98000001,99000000,3
HRR226273,3,99000001,100000000,4
HRR226273,3,100000001,101000000,3
HRR226273,3,101000001,102000000,4
HRR226273,3,102000001,103000000,3
HRR226273,3,103000001,104000000,3
HRR226273,3,104000001,105000000,4
HRR226273,3,105000001,106000000,3
HRR226273,3,107000001,108000000,3
HRR226273,3,108000001,109000000,3
HRR226273,3,109000001,110000000,4
HRR226273,3,110000001,111000000,4
HRR226273,3,111000001,112000000,4
HRR226273,3,112000001,113000000,4
HRR226273,3,113000001,114000000,3
HRR226273,3,114000001,115000000,4
HRR226273,3,115000001,116000000,4
HRR226273,3,116000001,117000000,4
HRR226273,3,117000001,118000000,4
HRR226273,3,118000001,119000000,5
HRR226273,3,121000001,122000000,5
HRR226273,3,123000001,124000000,4
HRR226273,3,124000001,125000000,4
HRR226273,3,126000001,127000000,4
HRR226273,3,129000001,130000000,3
HRR226273,3,131000001,132000000,5
HRR226273,3,132000001,133000000,4
HRR226273,3,133000001,134000000,3
HRR226273,3,134000001,135000000,3
HRR226273,3,135000001,136000000,5
HRR226273,3,136000001,137000000,4
HRR226273,3,138000001,139000000,3
HRR226273,3,139000001,140000000,5
HRR226273,3,140000001,141000000,5
HRR226273,3,141000001,142000000,4
HRR226273,3,143000001,144000000,4
HRR226273,3,144000001,145000000,4
HRR226273,3,145000001,146000000,4
HRR226273,3,146000001,147000000,3
HRR226273,3,147000001,148000000,4
HRR226273,3,148000001,149000000,4
HRR226273,3,149000001,150000000,3
HRR226273,3,150000001,151000000,3
HRR226273,3,151000001,152000000,4
HRR226273,3,154000001,155000000,3
HRR226273,3,155000001,156000000,3
HRR226273,3,156000001,157000000,3
HRR226273,3,157000001,158000000,3
HRR226273,3,158000001,159000000,3
HRR226273,3,159000001,160000000,4
HRR226273,3,161000001,162000000,3
HRR226273,3,163000001,164000000,3
HRR226273,3,164000001,165000000,3
HRR226273,3,165000001,166000000,3
HRR226273,3,167000001,168000000,3
HRR226273,3,168000001,169000000,3
HRR226273,3,169000001,170000000,3
HRR226273,3,170000001,171000000,3
HRR226273,3,172000001,173000000,3
HRR226273,3,173000001,174000000,3
HRR226273,3,174000001,175000000,3
HRR226273,3,175000001,176000000,3
HRR226273,3,176000001,177000000,3
HRR226273,3,178000001,179000000,4
HRR226273,3,179000001,180000000,2
HRR226273,3,180000001,181000000,4
HRR226273,3,181000001,182000000,3
HRR226273,3,182000001,183000000,3
HRR226273,3,183000001,184000000,2
HRR226273,3,184000001,185000000,2
HRR226273,3,185000001,186000000,3
HRR226273,3,186000001,187000000,3
HRR226273,3,187000001,188000000,4
HRR226273,3,188000001,189000000,3
HRR226273,3,189000001,190000000,3
HRR226273,3,190000001,191000000,3
HRR226273,3,191000001,192000000,3
HRR226273,3,193000001,194000000,3
HRR226273,3,194000001,195000000,3
HRR226273,3,195000001,196000000,3
HRR226273,3,196000001,197000000,2
HRR226273,3,197000001,198000000,3
HRR226273,4,1000001,2000000,1
HRR226273,4,2000001,3000000,1
HRR226273,4,3000001,4000000,1
HRR226273,4,4000001,5000000,1
HRR226273,4,6000001,7000000,1
HRR226273,4,7000001,8000000,1
HRR226273,4,8000001,9000000,1
HRR226273,4,10000001,11000000,1
HRR226273,4,11000001,12000000,1
HRR226273,4,13000001,14000000,1
HRR226273,4,15000001,16000000,1
HRR226273,4,16000001,17000000,1
HRR226273,4,19000001,20000000,1
HRR226273,4,20000001,21000000,1
HRR226273,4,21000001,22000000,1
HRR226273,4,23000001,24000000,1
HRR226273,4,24000001,25000000,1
HRR226273,4,26000001,27000000,1
HRR226273,4,28000001,29000000,1
HRR226273,4,29000001,30000000,1
HRR226273,4,31000001,32000000,1
HRR226273,4,33000001,34000000,1
HRR226273,4,34000001,35000000,2
HRR226273,4,35000001,36000000,2
HRR226273,4,36000001,37000000,2
HRR226273,4,37000001,38000000,1
HRR226273,4,38000001,39000000,2
HRR226273,4,39000001,40000000,1
HRR226273,4,40000001,41000000,2
HRR226273,4,42000001,43000000,1
HRR226273,4,43000001,44000000,2
HRR226273,4,44000001,45000000,2
HRR226273,4,45000001,46000000,2
HRR226273,4,46000001,47000000,2
HRR226273,4,48000001,49000000,1
HRR226273,4,52000001,53000000,2
HRR226273,4,53000001,54000000,2
HRR226273,4,54000001,55000000,2
HRR226273,4,56000001,57000000,1
HRR226273,4,57000001,58000000,2
HRR226273,4,58000001,59000000,2
HRR226273,4,59000001,60000000,2
HRR226273,4,60000001,61000000,1
HRR226273,4,61000001,62000000,1
HRR226273,4,62000001,63000000,1
HRR226273,4,63000001,64000000,2
HRR226273,4,65000001,66000000,2
HRR226273,4,67000001,68000000,2
HRR226273,4,69000001,70000000,2
HRR226273,4,70000001,71000000,1
HRR226273,4,71000001,72000000,2
HRR226273,4,72000001,73000000,2
HRR226273,4,73000001,74000000,1
HRR226273,4,74000001,75000000,1
HRR226273,4,75000001,76000000,2
HRR226273,4,76000001,77000000,1
HRR226273,4,77000001,78000000,2
HRR226273,4,79000001,80000000,2
HRR226273,4,80000001,81000000,2
HRR226273,4,81000001,82000000,2
HRR226273,4,82000001,83000000,2
HRR226273,4,84000001,85000000,2
HRR226273,4,85000001,86000000,2
HRR226273,4,86000001,87000000,2
HRR226273,4,87000001,88000000,2
HRR226273,4,88000001,89000000,1
HRR226273,4,90000001,91000000,2
HRR226273,4,91000001,92000000,2
HRR226273,4,93000001,94000000,2
HRR226273,4,94000001,95000000,2
HRR226273,4,95000001,96000000,2
HRR226273,4,96000001,97000000,2
HRR226273,4,97000001,98000000,2
HRR226273,4,98000001,99000000,2
HRR226273,4,99000001,100000000,2
HRR226273,4,100000001,101000000,2
HRR226273,4,101000001,102000000,2
HRR226273,4,102000001,103000000,2
HRR226273,4,103000001,104000000,2
HRR226273,4,104000001,105000000,2
HRR226273,4,105000001,106000000,2
HRR226273,4,106000001,107000000,2
HRR226273,4,108000001,109000000,1
HRR226273,4,109000001,110000000,1
HRR226273,4,110000001,111000000,2
HRR226273,4,111000001,112000000,2
HRR226273,4,113000001,114000000,1
HRR226273,4,114000001,115000000,1
HRR226273,4,115000001,116000000,1
HRR226273,4,117000001,118000000,2
HRR226273,4,118000001,119000000,2
HRR226273,4,119000001,120000000,2
HRR226273,4,120000001,121000000,2
HRR226273,4,121000001,122000000,1
HRR226273,4,122000001,123000000,1
HRR226273,4,123000001,124000000,1
HRR226273,4,124000001,125000000,2
HRR226273,4,125000001,126000000,1
HRR226273,4,126000001,127000000,2
HRR226273,4,127000001,128000000,2
HRR226273,4,129000001,130000000,2
HRR226273,4,130000001,131000000,1
HRR226273,4,131000001,132000000,1
HRR226273,4,132000001,133000000,2
HRR226273,4,133000001,134000000,1
HRR226273,4,134000001,135000000,2
HRR226273,4,135000001,136000000,2
HRR226273,4,136000001,137000000,1
HRR226273,4,137000001,138000000,1
HRR226273,4,138000001,139000000,1
HRR226273,4,139000001,140000000,2
HRR226273,4,141000001,142000000,2
HRR226273,4,142000001,143000000,2
HRR226273,4,145000001,146000000,2
HRR226273,4,146000001,147000000,2
HRR226273,4,147000001,148000000,2
HRR226273,4,148000001,149000000,2
HRR226273,4,149000001,150000000,2
HRR226273,4,150000001,151000000,1
HRR226273,4,151000001,152000000,1
HRR226273,4,152000001,153000000,2
HRR226273,4,153000001,154000000,1
HRR226273,4,154000001,155000000,2
HRR226273,4,156000001,157000000,1
HRR226273,4,158000001,159000000,1
HRR226273,4,159000001,160000000,1
HRR226273,4,163000001,164000000,1
HRR226273,4,164000001,165000000,2
HRR226273,4,165000001,166000000,1
HRR226273,4,166000001,167000000,2
HRR226273,4,167000001,168000000,2
HRR226273,4,168000001,169000000,2
HRR226273,4,169000001,170000000,2
HRR226273,4,170000001,171000000,2
HRR226273,4,171000001,172000000,1
HRR226273,4,173000001,174000000,1
HRR226273,4,174000001,175000000,1
HRR226273,4,175000001,176000000,2
HRR226273,4,176000001,177000000,1
HRR226273,4,177000001,178000000,1
HRR226273,4,178000001,179000000,2
HRR226273,4,180000001,181000000,1
HRR226273,4,181000001,182000000,2
HRR226273,4,182000001,183000000,1
HRR226273,4,184000001,185000000,1
HRR226273,4,185000001,186000000,1
HRR226273,4,186000001,187000000,1
HRR226273,4,187000001,188000000,1
HRR226273,4,188000001,189000000,1
HRR226273,5,1000001,2000000,3
HRR226273,5,2000001,3000000,4
HRR226273,5,3000001,4000000,4
HRR226273,5,4000001,5000000,4
HRR226273,5,6000001,7000000,4
HRR226273,5,7000001,8000000,4
HRR226273,5,9000001,10000000,4
HRR226273,5,10000001,11000000,4
HRR226273,5,11000001,12000000,4
HRR226273,5,12000001,13000000,4
HRR226273,5,13000001,14000000,4
HRR226273,5,14000001,15000000,3
HRR226273,5,15000001,16000000,4
HRR226273,5,16000001,17000000,4
HRR226273,5,17000001,18000000,4
HRR226273,5,18000001,19000000,4
HRR226273,5,19000001,20000000,3
HRR226273,5,20000001,21000000,4
HRR226273,5,21000001,22000000,4
HRR226273,5,22000001,23000000,4
HRR226273,5,23000001,24000000,4
HRR226273,5,24000001,25000000,4
HRR226273,5,25000001,26000000,4
HRR226273,5,26000001,27000000,3
HRR226273,5,27000001,28000000,4
HRR226273,5,28000001,29000000,4
HRR226273,5,29000001,30000000,4
HRR226273,5,30000001,31000000,4
HRR226273,5,31000001,32000000,4
HRR226273,5,33000001,34000000,5
HRR226273,5,34000001,35000000,5
HRR226273,5,35000001,36000000,5
HRR226273,5,36000001,37000000,4
HRR226273,5,38000001,39000000,4
HRR226273,5,39000001,40000000,4
HRR226273,5,40000001,41000000,4
HRR226273,5,41000001,42000000,4
HRR226273,5,42000001,43000000,4
HRR226273,5,43000001,44000000,3
HRR226273,5,44000001,45000000,5
HRR226273,5,51000001,52000000,5
HRR226273,5,52000001,53000000,2
HRR226273,5,53000001,54000000,2
HRR226273,5,54000001,55000000,2
HRR226273,5,55000001,56000000,1
HRR226273,5,56000001,57000000,1
HRR226273,5,57000001,58000000,2
HRR226273,5,58000001,59000000,2
HRR226273,5,59000001,60000000,2
HRR226273,5,61000001,62000000,2
HRR226273,5,62000001,63000000,2
HRR226273,5,63000001,64000000,2
HRR226273,5,64000001,65000000,2
HRR226273,5,65000001,66000000,1
HRR226273,5,67000001,68000000,2
HRR226273,5,68000001,69000000,2
HRR226273,5,71000001,72000000,1
HRR226273,5,72000001,73000000,1
HRR226273,5,74000001,75000000,2
HRR226273,5,75000001,76000000,2
HRR226273,5,76000001,77000000,1
HRR226273,5,77000001,78000000,1
HRR226273,5,78000001,79000000,2
HRR226273,5,81000001,82000000,2
HRR226273,5,82000001,83000000,3
HRR226273,5,83000001,84000000,3
HRR226273,5,84000001,85000000,3
HRR226273,5,85000001,86000000,3
HRR226273,5,86000001,87000000,3
HRR226273,5,87000001,88000000,4
HRR226273,5,88000001,89000000,3
HRR226273,5,89000001,90000000,3
HRR226273,5,90000001,91000000,3
HRR226273,5,91000001,92000000,3
HRR226273,5,92000001,93000000,3
HRR226273,5,93000001,94000000,3
HRR226273,5,95000001,96000000,3
HRR226273,5,96000001,97000000,3
HRR226273,5,101000001,102000000,3
HRR226273,5,102000001,103000000,3
HRR226273,5,103000001,104000000,3
HRR226273,5,104000001,105000000,3
HRR226273,5,105000001,106000000,3
HRR226273,5,107000001,108000000,2
HRR226273,5,108000001,109000000,3
HRR226273,5,109000001,110000000,3
HRR226273,5,110000001,111000000,4
HRR226273,5,112000001,113000000,4
HRR226273,5,113000001,114000000,3
HRR226273,5,114000001,115000000,4
HRR226273,5,115000001,116000000,3
HRR226273,5,116000001,117000000,3
HRR226273,5,117000001,118000000,3
HRR226273,5,118000001,119000000,4
HRR226273,5,120000001,121000000,3
HRR226273,5,124000001,125000000,3
HRR226273,5,125000001,126000000,4
HRR226273,5,126000001,127000000,3
